a multi view framework to detect redundant activity labels for more representative event logs in process mining
state of the art on quality control for data streams a systematic literature review
leveraging machine learning for automatic topic discovery and forecasting of process mining research a literature review
process data quality the true frontier of process mining
concept drift detection and localization framework based on behavior replacement
a benchmark of process drift detection tools experimental protocol and statistical analysis
exploiting a combined process mining approach to enhance the discovery and analysis of support processes in manufacturing
a multi components approach to monitoring process structure and customer behaviour concept drift
an experimental evaluation of process concept drift detection
data preprocessing method and api for mining processes from cloud based application event logs
graph based feature extraction on object centric event logs
integrated detection and localization of concept drifts in process mining with batch and stream trace clustering support
tctv trace clustering considering intra and inter cluster similarity based on trace variants
a survey on recommendation in process mining
concept drift estimation with graphical models
continuous discovery of causal nets for non stationary business processes using the online miner
event case correlation for process mining using probabilistic optimization
process mining for social and economic needs an introduction
process mining discovery techniques for software architecture lightweight evaluation framework
a survey on the application of process discovery techniques to smart spaces data
grasped a gru ae network based multi perspective business process anomaly detection model
robotic process automation using process mining a systematic literature review
internet of processes and things a repository for iot enriched event logs in smart environments
systematic mapping review on log preparation for process mining
xpm enhancing exogenous data visibility
from process agnostic to process aware automation mining and prediction
transition driven time prediction for business processes with cycles
pgraphd methods for drift detection and localisation using deep learning modelling of business processes
financial fraud a review of anomaly detection techniques and recent advances
revisiting the transition matrix based concept drift approach improving the detection task reliability through additional experimentation
online correlation for unlabeled process events a flexible cep based approach
datastream xes extension embedding iot sensor data into extensible event stream logs
dylopro profiling the dynamics of event logs
a survey of log division technique in process mining
a tool for business processes diagnostics
matching business process behavior with encoding techniques via meta learning an anomaly detection study
an adaptive imbalance modified online broad learning system based fault diagnosis for imbalanced chemical process data stream
uncovering change a streaming approach for declarative processes
detecting model changes in organisational processes a cloud based approach
radar reactive concept drift management with robust variational inference for evolving iot data streams
process drift detection in event logs with graph convolutional networks
bagging recurrent event imputation for repair of imperfect event log with missing categorical events
managing variability of large public administration event log collections dealing with concept drift
deep reinforcement learning for data efficient weakly supervised business process anomaly detection
predictive business process monitoring approach based on hierarchical transformer
prefixcdd effective online concept drift detection over event streams using prefix trees
predicting unseen process behavior based on context information from compliance constraints
aimed an automatic and incremental approach for business process model repair under concept drift
stardust a novel process mining approach to discover evolving models from trace streams
trace encoding in process mining a survey and benchmarking
on the use of domain knowledge for process model repair
performance preserving event log sampling for predictive monitoring
a process aware decision support system for business processes
stochastic aware precision and recall measures for conformance checking in process mining
an interactive method for detection of process activity executions from iot data
counterfactual explanability an application of causal inference in a financial sector delivery business process
partial order based process mining a survey and outlook
a literature review of fault diagnosis based on ensemble learning
online process mining a systematic literature review
generating multi level explanations for process outcome predictions
